Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-09-07,Bills,Online,Radio doctor ready close reach clear even minute.,164.47,8.22
2024-09-07,Groceries,Cash,Catch type paper expect budget tell assume.,243.06,0.0
2024-09-28,Groceries,Cash,Yes authority those method kitchen born.,295.99,14.8
2024-09-24,Bills,Cash,Factor per early source ahead sister tonight other.,233.96,11.7
2024-09-07,Subscriptions,Online,Teacher family woman couple.,455.7,0.0
2024-09-15,Entertainment,Cash,State myself wide impact civil skin.,250.62,0.0
2024-09-05,Travel,Cash,Suddenly contain community language.,143.73,0.0
2024-09-13,Entertainment,Cash,Ever though hear back adult have record.,136.0,0.0
2024-09-12,Groceries,Online,Foot exist assume note together more.,268.05,0.0
2024-09-11,Entertainment,Online,Once nature experience hit member surface hundred.,448.91,22.45
2024-09-09,Groceries,Cash,Foot speech seat huge stage task minute pressure.,136.96,6.85
2024-09-15,Entertainment,Cash,Like general resource.,67.66,0.0
2024-09-16,Travel,Cash,They college especially international heavy western.,282.73,14.14
2024-09-08,Transportation,Online,Ahead full customer television.,82.99,0.0
2024-09-14,Transportation,Cash,Official audience do technology simple painting within.,293.54,14.68
2024-09-11,Entertainment,Online,Young beyond individual road.,24.9,0.0
2024-09-03,Entertainment,Online,Protect upon media also response brother.,46.87,2.34
2024-09-16,Food,Online,Pull owner wait involve.,424.32,21.22
2024-09-24,Groceries,Cash,Management conference business.,72.5,3.62
2024-09-18,Groceries,Cash,Thus get group teacher west space this.,389.52,0.0
2024-09-19,Food,Cash,Democratic PM serious partner strategy.,396.66,0.0
2024-09-11,Transportation,Cash,Give particularly population where factor carry page.,280.49,0.0
2024-09-22,Entertainment,Online,Third me show consider would impact that.,476.08,0.0
2024-09-12,Subscriptions,Online,Several seek weight.,66.77,3.34
2024-09-22,Food,Cash,Run business word might offer cup history.,235.71,11.79
2024-09-17,Groceries,Cash,Relationship big decade bag.,119.34,0.0
2024-09-06,Travel,Online,Head call finally blood name material thus.,114.2,0.0
2024-09-27,Bills,Cash,Travel the cultural phone.,99.95,0.0
2024-09-23,Subscriptions,Online,American strong this imagine.,440.73,0.0
2024-09-19,Bills,Online,Travel think follow true.,57.39,0.0
2024-09-28,Food,Online,Firm election draw forget food.,103.6,5.18
2024-09-16,Entertainment,Online,Man measure teacher job someone attention.,284.72,0.0
2024-09-12,Food,Online,Report long food risk program.,219.08,0.0
2024-09-13,Groceries,Cash,Ask sea away easy.,218.48,0.0
2024-09-24,Travel,Cash,Benefit them pick bit control play involve.,120.45,0.0
2024-09-23,Entertainment,Online,Fact address team discuss not.,281.17,0.0
2024-09-26,Travel,Online,Area stage I officer leg follow model.,338.89,0.0
2024-09-01,Food,Online,Indeed recognize above American while officer.,138.6,0.0
2024-09-06,Groceries,Cash,Development science blue plant look.,237.14,0.0
2024-09-07,Travel,Cash,Up also so property.,421.68,0.0
2024-09-11,Entertainment,Online,Hard natural foot federal military particularly.,180.21,9.01
2024-09-17,Food,Online,Itself different station important.,143.73,7.19
2024-09-09,Subscriptions,Cash,With between father total general book her.,48.8,2.44
2024-09-06,Bills,Cash,Fill player some good blood all standard.,186.85,0.0
2024-09-19,Bills,Online,Speech safe across whole myself resource.,58.35,2.92
2024-09-04,Bills,Cash,Use movement rule student leave six.,355.87,17.79
2024-09-23,Subscriptions,Online,Attention safe technology tree international.,365.62,0.0
2024-09-15,Food,Online,Ago determine blood you Mrs respond fight.,74.16,0.0
2024-09-02,Groceries,Cash,Institution rest air still miss.,34.95,1.75
2024-09-23,Entertainment,Online,Person successful Democrat still behavior energy.,39.1,0.0
2024-09-21,Groceries,Online,Hear long college kid far.,309.71,0.0
2024-09-23,Bills,Online,Speak world individual indicate modern.,350.22,0.0
2024-09-07,Transportation,Cash,Standard difference add.,143.18,7.16
2024-09-28,Bills,Online,Thousand happen activity third they cup seek.,99.11,0.0
2024-09-19,Food,Cash,If lay admit act approach run maybe sound.,39.91,0.0
2024-09-22,Bills,Cash,Ahead edge story everything.,168.83,0.0
2024-09-13,Subscriptions,Online,Later pay lay by trial make source it.,10.89,0.54
2024-09-14,Travel,Online,True plant order factor day significant.,13.1,0.0
2024-09-10,Subscriptions,Cash,Once term paper play best.,417.75,20.89
2024-09-04,Entertainment,Online,Six option answer turn.,105.2,0.0
2024-09-25,Transportation,Cash,Customer process realize evidence analysis debate back.,241.63,12.08
2024-09-14,Entertainment,Online,Recent significant pattern husband old.,348.91,0.0
2024-09-26,Bills,Cash,Just one wish learn job wrong.,415.52,20.78
2024-09-02,Transportation,Cash,Right between major from walk rather prevent.,190.81,9.54
2024-09-24,Groceries,Online,All economy life well member success.,285.78,14.29
2024-09-16,Groceries,Cash,Worker local book.,82.97,0.0
2024-09-05,Subscriptions,Cash,Candidate former somebody likely type.,101.52,5.08
2024-09-08,Transportation,Cash,Likely maintain space list small race.,35.0,0.0
2024-09-23,Food,Online,Action room partner dinner.,272.17,0.0
2024-09-20,Bills,Online,Seven surface window close peace their trouble.,302.88,0.0
2024-09-25,Food,Online,Brother age dog end.,78.98,0.0
2024-09-23,Transportation,Online,Win here just one.,396.7,0.0
2024-09-28,Groceries,Online,Before lead discuss measure turn government against decade.,243.6,12.18
2024-09-17,Food,Online,Little each camera involve.,152.32,0.0
2024-09-26,Transportation,Cash,Quite perhaps town mind common.,46.03,0.0
2024-09-17,Food,Online,Politics police practice history.,339.8,0.0
2024-09-17,Transportation,Cash,Under may lose color reveal.,257.25,0.0
2024-09-16,Bills,Online,Majority line compare source.,118.92,0.0
2024-09-11,Food,Cash,Only tree how town child edge must real.,389.31,19.47
2024-09-14,Entertainment,Online,Now exist rather.,457.83,0.0
2024-09-10,Groceries,Online,Property however through race sign also worker nothing.,176.61,0.0
2024-09-17,Subscriptions,Cash,Challenge only senior focus.,397.88,0.0
2024-09-12,Entertainment,Online,Exist sister always drive themselves ever claim.,141.19,0.0
2024-09-13,Transportation,Online,Sister key board officer alone remember.,392.73,19.64
2024-09-04,Transportation,Cash,Production art ball maintain good office chance test.,270.43,0.0
2024-09-10,Bills,Online,Trial none resource authority learn.,31.16,0.0
2024-09-23,Travel,Online,Total protect able relationship by should.,356.32,0.0
2024-09-06,Entertainment,Online,Knowledge suggest serve than cell why.,58.16,2.91
2024-09-23,Food,Cash,First into performance deep hour.,164.54,0.0
2024-09-19,Entertainment,Cash,Assume especially service director back his different.,338.3,0.0
2024-09-02,Bills,Online,Around describe knowledge federal economic.,319.91,0.0
2024-09-07,Food,Online,Fly service home tough another learn democratic.,197.09,0.0
2024-09-03,Subscriptions,Cash,Theory officer player chair experience store their short.,305.93,0.0
2024-09-07,Groceries,Cash,Because realize travel sure still head.,467.88,0.0
2024-09-13,Travel,Cash,Yet decade exist impact amount skill.,119.45,0.0
2024-09-06,Subscriptions,Cash,Get force product reach.,230.39,0.0
2024-09-07,Bills,Cash,Born newspaper claim spring either concern.,59.57,2.98
2024-09-07,Groceries,Online,Special music season newspaper perform.,470.95,0.0
2024-09-15,Transportation,Online,Bed notice return these.,43.69,2.18
2024-09-14,Travel,Cash,Them beyond blood threat.,308.66,15.43
